,units,layers,learning_rate,activation_function,lambda_reg,mean_val_loss,std_val_loss
1138,64,4,0.1,elu,0.0001,11.12273120880127,2.2119185690340992
1139,64,4,0.001,relu,0.0001,1.2506484270095826,0.07470481419137208
1140,64,4,0.1,elu,0.001,13.580613827705383,22.678108240844946
1141,64,5,0.01,leakyrelu,0.0,1.3227684259414674,0.0916015681031698
1142,16,3,0.0001,leakyrelu,0.01,1.5134530544281006,0.06902280409413433
1143,1,3,0.0001,elu,0.01,4.113478755950927,1.678549624659847
1144,64,4,0.1,elu,0.005,10.764435815811158,15.187693911950333
1145,64,4,0.001,relu,0.001,1.4138913869857788,0.06989586685575506
1146,64,1,0.0001,leakyrelu,0.005,1.4695056915283202,0.09166111673708623
1147,64,3,0.0001,elu,0.01,1.5374902963638306,0.07043923499820728
1148,64,5,0.01,leakyrelu,1e-05,1.3784760236740112,0.12691690275565465
1149,64,4,0.1,elu,0.01,101.81004943847657,178.11025984157484
1150,64,4,0.1,leakyrelu,0.0,38.7008734703064,32.22360672986458
1151,64,5,0.01,leakyrelu,0.0001,1.3743702173233032,0.0732231607103795
1152,64,4,0.1,leakyrelu,1e-05,7.169915246963501,4.892541255781728
1153,64,4,0.001,relu,0.005,1.4491748332977294,0.09830613134858075
1154,1,4,0.001,elu,0.005,5.651384687423706,1.9734078593357496
1155,16,3,0.001,relu,0.0,1.1984010934829712,0.06036992693750076
1156,64,4,0.1,leakyrelu,0.0001,1097.7711143732072,2123.2288750229336
1157,64,5,0.01,leakyrelu,0.001,1.3915645599365234,0.11942895213000272
1158,4,2,0.0001,leakyrelu,0.0001,1.4019880533218383,0.06369404347437847
1159,4,5,0.0001,leakyrelu,0.005,1.5712583303451537,0.13964533724620035
1160,64,4,0.1,leakyrelu,0.001,1.7688184976577759,0.17083320103998995
1161,64,2,0.0001,elu,0.01,1.533950424194336,0.06852173182486142
1162,64,5,0.01,leakyrelu,0.005,1.4114699602127074,0.09892508035398857
1163,64,4,0.001,relu,0.01,1.5063539505004884,0.07162652747400224
1164,64,4,0.1,leakyrelu,0.005,77.75051095485688,92.8697442580524
1165,16,3,0.001,relu,1e-05,1.211650276184082,0.06213715896246393
1166,1,5,0.0001,elu,0.01,7.633141422271729,0.12273910219948965
1167,64,4,0.1,leakyrelu,0.01,2.108670878410339,0.11767778646431404
1168,64,4,0.0001,relu,0.005,1.5249223470687867,0.11889500451574302
1169,64,4,0.001,elu,0.0,1.1429967403411865,0.08118463455947462
1170,64,5,0.01,leakyrelu,0.01,1.5989254236221313,0.07034934215953366
1171,64,5,0.1,relu,0.0,3.071788954734802,2.2865453833024447
1172,16,4,0.0001,leakyrelu,0.005,1.431318998336792,0.07124552645378218
1173,64,4,0.001,elu,1e-05,1.1689197063446044,0.07543908714487214
1174,16,3,0.001,relu,0.0001,1.206350064277649,0.07452180675857391
1175,64,5,0.1,relu,1e-05,1.8380852460861206,0.3024588834802986
1176,64,3,0.0001,leakyrelu,0.0,1.2284039497375487,0.09022356335295934
1177,64,5,0.1,relu,0.0001,1.542698335647583,0.12189298269852697
1178,64,4,0.001,elu,0.0001,1.198065733909607,0.09165946370590125
1179,64,5,0.1,relu,0.001,1.6360731840133667,0.1348304593828168
1180,64,5,0.0001,relu,0.0,1.2544803142547607,0.09190682722227163
1181,4,4,0.0001,leakyrelu,0.01,1.6924152135849,0.1135936477595341
1182,16,3,0.001,relu,0.001,1.2575511693954469,0.08533479154034573
1183,64,5,0.1,relu,0.005,1.814479160308838,0.1779325096742401
1184,64,4,0.001,elu,0.001,1.312149214744568,0.0722643421675395
1185,64,5,0.0001,elu,0.005,1.5146054029464722,0.09011439365471804
1186,64,5,0.1,relu,0.01,1.9485942840576171,0.10628605534838262
1187,64,5,0.1,elu,0.0,7.41722297668457,0.24711969252853366
1188,64,5,0.1,elu,1e-05,7.610249423980713,0.4969624627421755
1189,64,5,0.1,elu,0.0001,11.416587543487548,3.5536123242112354
1190,16,3,0.001,relu,0.005,1.3807146787643432,0.06775212883449634
1191,64,5,0.0001,relu,1e-05,1.2547451257705688,0.08051445100275602
1192,64,5,0.1,elu,0.001,36.15842571258545,33.73377826930912
1193,4,4,0.001,relu,0.0,1.3442843914031983,0.07803786736588371
1194,64,4,0.001,elu,0.005,1.4319190979003906,0.09743155095898691
1195,1,4,0.001,elu,0.01,4.764223289489746,2.0967882157448967
1196,64,3,0.0001,leakyrelu,1e-05,1.2100504636764526,0.10240751541528233
1197,64,5,0.1,elu,0.005,290.8976788520813,228.28423007731607
1198,64,5,0.1,elu,0.01,484.28649179935456,502.3364954667778
1199,64,5,0.1,leakyrelu,0.0,245.02934398651124,486.2518439341328
1200,64,5,0.1,leakyrelu,1e-05,1.7579838991165162,0.3147627629351402
1201,4,1,0.0001,leakyrelu,1e-05,1.5732643365859986,0.1285296636629286
1202,64,5,0.0001,relu,0.0001,1.2715696811676025,0.0947833573489302
1203,64,2,0.0001,leakyrelu,0.0,1.203985071182251,0.08683299842187137
1204,64,4,0.001,elu,0.01,1.5392691373825074,0.0881808319172985
1205,64,5,0.1,leakyrelu,0.0001,326.1589339256287,477.16314937525135
1206,64,4,0.0001,relu,0.01,1.562546443939209,0.07039360954114625
1207,4,4,0.001,relu,1e-05,1.7035844564437865,0.6598329286555576
1208,16,3,0.001,relu,0.01,1.4503387928009033,0.07922268511524395
1209,64,5,0.1,leakyrelu,0.001,1.9012155771255492,0.26214640839214565
1210,64,4,0.001,leakyrelu,0.0,1.2570630073547364,0.07076824152486509
1211,16,1,0.0001,leakyrelu,0.0,1.2823511362075806,0.09972130738542957
1212,64,5,0.1,leakyrelu,0.005,96.63722469806672,189.8878901161404
1213,1,4,0.001,leakyrelu,0.0,3.0046795845031737,0.07067680660032123
1214,64,4,0.001,leakyrelu,1e-05,1.2202792644500733,0.1046074806936331
1215,16,3,0.001,elu,0.0,1.160541844367981,0.08391878995952157
1216,64,5,0.1,leakyrelu,0.01,2.047167992591858,0.21874208068983636
1217,64,1,0.0001,leakyrelu,0.01,1.6292470932006835,0.08101495956668224
1218,1,2,0.0001,leakyrelu,0.0,3.0134048461914062,0.07104765767311981
1219,64,4,0.001,leakyrelu,0.0001,1.2617639303207397,0.06867284239200377
1220,64,3,0.0001,leakyrelu,0.0001,1.2109578132629395,0.09298564193892447
1221,4,4,0.001,relu,0.0001,1.3610303163528443,0.08528260418536115
1222,64,5,0.0001,relu,0.001,1.4407777547836305,0.09359582423474634
1223,64,4,0.0001,elu,0.0,1.1496479988098145,0.07925425175147038
1224,16,3,0.001,elu,1e-05,1.1738027572631835,0.06911941060598886
1225,64,4,0.001,leakyrelu,0.001,1.361698293685913,0.08895895854114745
1226,64,1,0.001,relu,0.0,1.1888098001480103,0.08000625915407979
1227,1,4,0.001,leakyrelu,1e-05,3.0023143768310545,0.06983191504040769
1228,4,4,0.001,relu,0.001,1.345371913909912,0.09810031620354051
1229,16,3,0.001,elu,0.0001,1.1666733026504517,0.08140692281495182
1230,64,5,0.0001,elu,0.01,1.5888797760009765,0.09426239392851928
1231,64,4,0.0001,elu,1e-05,1.149069571495056,0.07757611628480629
1232,64,4,0.001,leakyrelu,0.005,1.42067608833313,0.07727380805230034
1233,64,1,0.001,relu,1e-05,1.1974286556243896,0.0755486997112452
1234,1,1,0.0001,leakyrelu,1e-05,3.0035287857055666,0.07015378745983854
1235,64,2,0.0001,leakyrelu,1e-05,1.2211365938186645,0.06774095153948362
1236,16,3,0.001,elu,0.001,1.242840790748596,0.0882739769007068
1237,64,4,0.001,leakyrelu,0.01,1.520175290107727,0.06541404259712749
1238,16,4,0.0001,leakyrelu,0.01,1.525477123260498,0.07052105581462359
1239,4,4,0.001,relu,0.005,1.4757277727127076,0.14403540222973613
1240,64,4,0.01,relu,0.0,1.2463659048080444,0.09497192983970053
1241,64,1,0.001,relu,0.0001,1.20371470451355,0.08264456141253784
1242,64,4,0.0001,elu,0.0001,1.193159031867981,0.08184962300132495
1243,64,5,0.0001,leakyrelu,0.0,1.2079117059707642,0.06935388352713834
1244,64,3,0.0001,leakyrelu,0.001,1.3227163553237915,0.07459671208124573
1245,64,4,0.01,relu,1e-05,1.3744099140167236,0.07233383499698276
1246,1,4,0.001,leakyrelu,0.0001,3.0043384552001955,0.06970268484256312
1247,4,5,0.0001,leakyrelu,0.01,1.6714669704437255,0.02085078636690533
1248,16,4,0.001,relu,0.0,1.2269840240478516,0.09704485875299113
1249,64,4,0.01,relu,0.0001,1.327803945541382,0.08430074905832843
1250,16,3,0.001,elu,0.005,1.3942359209060669,0.07913760885828745
1251,1,5,0.0001,leakyrelu,0.0,3.3467878341674804,0.3830775559281914
1252,4,2,0.0001,leakyrelu,0.001,1.4523142099380493,0.050699895747015986
1253,64,4,0.01,relu,0.001,1.4871334552764892,0.10452929132022123
1254,64,5,0.0001,relu,0.005,1.6392797231674194,0.10327384929829611
1255,64,1,0.001,relu,0.001,1.2598825693130493,0.07543341869971842
1256,128,1,0.0001,relu,0.0,1.1940511226654054,0.09020449102657828
1257,64,4,0.01,relu,0.005,1.5056349277496337,0.05501338682271824
1258,16,4,0.001,relu,1e-05,1.217699909210205,0.0748487371176066
1259,1,3,0.0001,leakyrelu,0.0,3.034888744354248,0.07575378005544
1260,64,4,0.01,relu,0.01,1.518957495689392,0.0743782376589214
1261,64,5,0.0001,leakyrelu,1e-05,1.1896371603012086,0.08144553288705511
1262,4,4,0.001,relu,0.01,1.8398363590240479,0.6313738170395297
1263,128,1,0.001,leakyrelu,0.0001,1.192499613761902,0.07191164399695411
1264,64,4,0.01,elu,0.0,1.2773533582687377,0.09257690271008057
1265,16,3,0.001,elu,0.01,1.4891671180725097,0.06613039139324285
1266,16,4,0.001,relu,0.0001,1.2392025947570802,0.10094756767766837
1267,64,4,0.01,elu,1e-05,1.3333346366882324,0.057637858584387656
1268,64,4,0.0001,elu,0.001,1.3494559049606323,0.08076464059665815
1269,64,4,0.01,elu,0.0001,1.3627711296081544,0.0582266002785749
1270,64,1,0.001,relu,0.005,1.3969244718551637,0.07158143249514623
1271,64,4,0.01,elu,0.001,1.3577193021774292,0.07884264295089408
1272,1,4,0.001,leakyrelu,0.001,3.0379106998443604,0.06945480450423266
1273,128,1,0.001,leakyrelu,0.001,1.2717923641204834,0.08753547028818613
1274,4,5,0.001,relu,0.0,1.9161115407943725,0.6957549456980134
1275,16,4,0.001,relu,0.001,1.2571614980697632,0.10001460601563929
1276,64,2,0.0001,leakyrelu,0.0001,1.225499200820923,0.06180839636740872
1277,4,4,0.001,elu,0.0,1.2675425052642821,0.06691858171430247
1278,64,5,0.0001,leakyrelu,0.0001,1.2269297599792481,0.0843795948108112
1279,16,3,0.001,leakyrelu,0.0,1.2028865814208984,0.06151059478377512
1280,64,4,0.01,elu,0.005,1.451084852218628,0.0730531681344681
1281,64,4,0.01,elu,0.01,1.5332771301269532,0.06750231594118761
1282,128,1,0.001,leakyrelu,0.005,1.4545064210891723,0.09712722673417291
1283,16,4,0.001,relu,0.005,1.390031361579895,0.08537538519748211
1284,64,1,0.001,relu,0.01,1.516125750541687,0.07435439454839135
1285,128,1,0.1,elu,0.005,2.1050824165344237,0.41544285320001817
1286,16,3,0.001,leakyrelu,1e-05,1.1901849508285522,0.06968345573377814
1287,128,1,0.1,elu,0.01,2.165044975280762,0.2741506517282794
1288,4,5,0.001,relu,1e-05,2.5266830682754517,2.5071129302380655
1289,128,1,0.1,leakyrelu,0.0,1.64154212474823,0.09533512548467864
1290,64,3,0.0001,leakyrelu,0.005,1.4355302333831788,0.09049630407626014
1291,128,1,0.1,leakyrelu,1e-05,1.6386755466461183,0.23693629452487747
1292,128,2,0.001,elu,0.0,1.1815252542495727,0.09358081134059511
1293,64,5,0.0001,relu,0.01,1.637814736366272,0.07487459469083604
1294,64,5,0.0001,leakyrelu,0.001,1.4262136697769165,0.09032761678830618
1295,4,4,0.001,elu,1e-05,1.2674084901809692,0.05188150275862071
1296,128,1,0.1,leakyrelu,0.0001,1.5657113552093507,0.11645968196611639
1297,128,1,0.001,leakyrelu,0.01,1.5909582138061524,0.08024152011575532
1298,16,4,0.001,relu,0.01,1.4560576915740966,0.07623533044961414
1299,128,1,0.1,leakyrelu,0.001,1.5357904434204102,0.13947909516743337
1300,128,2,0.001,elu,1e-05,1.191562795639038,0.06337543995814479
1301,128,1,0.01,relu,0.0,1.2561009168624877,0.09932648270998547
1302,64,1,0.001,elu,0.0,1.204944372177124,0.07862313452086668
1303,128,1,0.1,leakyrelu,0.005,1.7334686040878295,0.1611471046400446
1304,1,4,0.001,leakyrelu,0.005,3.144893836975098,0.057079556094759516
1305,128,2,0.1,relu,0.0001,1.5163652181625367,0.14763259962444844
1306,128,1,0.01,relu,1e-05,1.2360032558441163,0.09095613704787055
1307,128,1,0.01,relu,0.0001,1.2926115274429322,0.06732828651646533
1308,128,1,0.1,leakyrelu,0.01,1.8286522388458253,0.09715819345531354
1309,128,2,0.1,relu,0.001,1.59338481426239,0.1674862471298603
1310,128,2,0.001,elu,0.0001,1.2005416870117187,0.07434933874882449
1311,64,5,0.0001,elu,0.0,1.1471020460128785,0.07958704037884815
1312,4,1,0.0001,leakyrelu,0.0001,1.5012876033782958,0.10632685292108097
1313,128,2,0.1,relu,0.005,1.591832160949707,0.0648036958374073
1314,128,1,0.01,relu,0.001,1.3325652837753297,0.086379761115436
1315,4,5,0.001,relu,0.0001,1.314438486099243,0.07811467347370472
1316,4,4,0.001,elu,0.0001,1.573267149925232,0.675834291030508
1317,128,2,0.1,relu,0.01,1.7898013830184936,0.1420948588550503
1318,128,1,0.01,relu,0.005,1.4396806240081788,0.03401224737863431
1319,16,1,0.0001,leakyrelu,1e-05,1.3016731023788453,0.09900995475626594
1320,64,2,0.0001,leakyrelu,0.001,1.3290292024612427,0.05580834276623198
1321,64,4,0.0001,elu,0.005,1.4649372577667237,0.07731988827433307
1322,128,1,0.0001,relu,1e-05,1.200385618209839,0.06356448060345915
1323,128,2,0.1,elu,0.0,2.3614744186401366,0.3587793929166237
1324,128,2,0.001,elu,0.001,1.2789724349975586,0.08712027091027236
1325,128,2,0.1,elu,1e-05,1.7017788410186767,0.2610734647164479
1326,128,1,0.01,relu,0.01,1.5253275394439698,0.07153641951332627
1327,64,1,0.001,elu,1e-05,1.192810320854187,0.06994667596457854
1328,128,2,0.1,elu,0.0001,4.465222668647766,3.5869670393434214
1329,128,2,0.1,elu,0.001,3.179984283447266,2.3609107525030235
1330,4,5,0.001,relu,0.001,1.9656671047210694,0.7456464802430508
1331,128,2,0.1,elu,0.005,4.85001049041748,4.7458214079228105
1332,64,5,0.0001,elu,1e-05,1.136326789855957,0.08820013485689214
1333,1,1,0.0001,leakyrelu,0.0001,3.0083130836486816,0.07402731187483413
1334,128,1,0.01,elu,0.0,1.2139539957046508,0.06358821344343571
1335,1,2,0.0001,leakyrelu,1e-05,3.014805221557617,0.072184721153374
1336,128,2,0.001,elu,0.005,1.4352529525756836,0.07115293003608691
1337,128,2,0.1,elu,0.01,3.280759334564209,1.6712080225711188
1338,128,2,0.1,leakyrelu,0.0,18.555361700057983,33.92497216718641
1339,128,1,0.01,elu,1e-05,1.228384757041931,0.08340654307312764
1340,128,2,0.1,leakyrelu,1e-05,2.149053525924683,0.4736212263095663
1341,128,2,0.0001,relu,0.0,1.1883677005767823,0.09407799674275234
1342,1,4,0.001,leakyrelu,0.01,3.209771919250488,0.09574196477729766
1343,128,2,0.1,leakyrelu,0.0001,2.7744638204574583,0.7098712601248184
1344,4,4,0.001,elu,0.001,1.656636929512024,0.5546240544668576
1345,64,1,0.001,elu,0.0001,1.2123707294464112,0.07215908690965034
1346,128,1,0.01,elu,0.0001,1.2567195892333984,0.0794824160949506
1347,128,2,0.1,leakyrelu,0.001,1.8001163959503175,0.2580307848420235
1348,64,3,0.0001,leakyrelu,0.01,1.5286134958267212,0.06999716758813296
1349,128,2,0.1,leakyrelu,0.005,2.224417495727539,0.4382300101360329
1350,1,4,0.01,relu,0.0,7.198007583618164,0.18614085328075275
1351,128,2,0.001,elu,0.01,1.5349955081939697,0.0768841426354754
1352,64,5,0.0001,leakyrelu,0.005,1.5801799058914185,0.08827899418868072
1353,128,1,0.01,elu,0.001,1.3329423189163208,0.1046617134911972
1354,128,2,0.1,leakyrelu,0.01,14.049324011802673,24.084279893065617
1355,1,4,0.01,relu,1e-05,6.336924457550049,1.724604606370943
1356,64,3,0.001,relu,0.0,1.2469507217407227,0.10019576949226208
1357,4,5,0.001,relu,0.005,2.0218146085739135,0.6887597124900244
1358,128,1,0.01,elu,0.005,1.4753817319869995,0.10194249562438844
1359,128,2,0.001,leakyrelu,0.0,1.2050820112228393,0.08756721632812899
1360,1,4,0.01,relu,0.0001,6.308054685592651,1.609022514856169
1361,64,3,0.001,relu,1e-05,1.2411978721618653,0.08048834599479504
1362,64,1,0.001,elu,0.001,1.2900637865066529,0.07030983879718897
1363,128,1,0.01,elu,0.01,1.5926341533660888,0.06148636192146511
1364,1,4,0.01,relu,0.001,4.695957899093628,2.011004174959931
1365,64,3,0.001,relu,0.0001,1.2376262426376343,0.07863696930362556
1366,128,1,0.01,leakyrelu,0.0,1.239274835586548,0.07163989453194106
1367,128,2,0.0001,relu,1e-05,1.1869824886322022,0.09142727175048361
1368,128,2,0.001,leakyrelu,1e-05,1.210941457748413,0.08068736137253103
1369,128,3,0.0001,relu,0.0,1.2113873720169068,0.08970304393824997
1370,128,3,0.01,leakyrelu,0.0,1.3524677515029908,0.08082520778406846
1371,128,1,0.01,leakyrelu,1e-05,1.2756613492965698,0.0936389060724923
1372,4,4,0.001,elu,0.005,1.416916584968567,0.087373650297452
1373,64,3,0.001,relu,0.001,1.3296711683273315,0.09055835884885642
1374,128,3,0.0001,leakyrelu,0.005,1.4491395473480224,0.0783563182702232
1375,4,5,0.001,relu,0.01,3.258512830734253,2.0807973840957388
1376,128,3,0.01,leakyrelu,1e-05,1.3911397218704225,0.14408003375828696
1377,128,1,0.01,leakyrelu,0.0001,1.2589588642120362,0.0764046381177805
1378,1,5,0.0001,leakyrelu,1e-05,3.2068119049072266,0.4243152593244581
1379,128,1,0.01,leakyrelu,0.001,1.388268280029297,0.1313165023712842
1380,64,4,0.0001,elu,0.01,1.5753310680389405,0.10105537779035198
1381,128,2,0.001,leakyrelu,0.0001,1.2471115112304687,0.08903223347629657
1382,128,3,0.01,leakyrelu,0.0001,1.3817682027816773,0.09025622072450257
1383,64,3,0.001,relu,0.005,1.4012064456939697,0.06260139541984563
1384,128,1,0.01,leakyrelu,0.005,1.5302968740463256,0.07495125199245946
1385,128,1,0.0001,relu,0.0001,1.208168339729309,0.07161755580179933
1386,64,1,0.001,elu,0.005,1.4278623819351197,0.07576651696562627
1387,128,3,0.0001,relu,1e-05,1.2212440490722656,0.11472747764724145
1388,64,2,0.0001,leakyrelu,0.005,1.4178456306457519,0.06143685123197759
1389,128,3,0.01,leakyrelu,0.001,1.331386661529541,0.0811732221968022
1390,128,4,0.0001,elu,0.0001,1.1851975440979003,0.0748386538301302
1391,128,1,0.01,leakyrelu,0.01,1.6030702590942383,0.0774806166801869
1392,128,3,0.01,leakyrelu,0.005,1.4330343008041382,0.08451096803734921
1393,128,2,0.001,leakyrelu,0.001,1.3065648794174194,0.07925988120346901
1394,128,1,0.1,relu,0.0,1.354071593284607,0.12690039591259025
1395,64,3,0.001,relu,0.01,1.4813308715820312,0.08303099110323287
1396,128,2,0.0001,relu,0.0001,1.1992224216461183,0.09734947648303197
1397,128,3,0.01,leakyrelu,0.01,1.5604826927185058,0.0834123850371873
1398,128,1,0.1,relu,1e-05,1.5507946729660034,0.2364990431856478
1399,128,4,0.01,relu,0.005,1.4529074668884276,0.10614874562307663
1400,128,3,0.1,relu,0.0,1.6276344537734986,0.17187584121617477
1401,128,1,0.1,relu,0.0001,1.3445879220962524,0.12156618846430994
1402,4,4,0.001,elu,0.01,1.7916950464248658,0.5477479929631613
1403,128,2,0.001,leakyrelu,0.005,1.429305362701416,0.09761990839727433
1404,1,3,0.0001,leakyrelu,1e-05,3.0231282234191896,0.08111567304363713
1405,128,3,0.1,relu,1e-05,1.520692729949951,0.07527123049546236
1406,128,3,0.0001,relu,0.0001,1.2406378507614135,0.08064088581820592
1407,64,4,0.0001,leakyrelu,0.0,1.1882608652114868,0.083938228330982
1408,128,4,0.01,relu,0.01,1.612585997581482,0.13326324039763954
1409,128,1,0.1,relu,0.001,1.4475452899932861,0.1499508683816282
1410,64,1,0.001,elu,0.01,1.5713157176971435,0.07603051009189403
1411,128,3,0.1,relu,0.0001,1.6549025774002075,0.45597084542514565
1412,128,4,0.01,elu,0.0,1.3161579847335816,0.09454748275200776
1413,128,1,0.1,relu,0.005,1.5880176782608033,0.17209136533221503
1414,128,4,0.01,elu,1e-05,1.2771466255187989,0.09841307033980948
1415,128,3,0.1,relu,0.001,1.5798385858535766,0.13742478620292284
1416,64,5,0.0001,leakyrelu,0.01,1.5755735635757446,0.09425831639172164
1417,128,1,0.1,relu,0.01,1.6418562173843383,0.14466944504094048
1418,128,4,0.0001,elu,0.001,1.4313609600067139,0.09903176883964171
1419,128,2,0.001,leakyrelu,0.01,1.5626094579696654,0.06550943588258319
1420,128,1,0.1,elu,0.0,1.5980433702468873,0.23023473417946586
1421,128,4,0.01,elu,0.0001,1.4192667722702026,0.12359109560458663
1422,128,3,0.1,relu,0.005,1.781328797340393,0.21564428414715622
1423,128,2,0.01,relu,0.0,1.3552065372467041,0.16001489442100206
1424,64,5,0.001,relu,0.0,1.2796294689178467,0.11846659110309211
1425,128,1,0.1,elu,1e-05,1.4691550493240357,0.05297674692771641
1426,128,3,0.0001,leakyrelu,0.01,1.5213569402694702,0.078975665195066
1427,128,3,0.1,relu,0.01,1.7376967430114747,0.17408660833683218
1428,128,4,0.01,elu,0.001,1.4301337480545044,0.12482336138940964
1429,128,2,0.01,relu,1e-05,1.3157495737075806,0.11144229287853254
1430,128,1,0.1,elu,0.0001,1.5683628082275392,0.19866710082363268
1431,128,3,0.1,elu,0.0,6.202817416191101,2.134464676176076
1432,64,5,0.001,relu,1e-05,1.2840985774993896,0.10653602721079561
1433,128,3,0.001,relu,0.0,1.279597854614258,0.09792040113078401
1434,128,1,0.1,elu,0.001,1.7026613235473633,0.16102273218733462
1435,128,3,0.0001,relu,0.001,1.4160325527191162,0.0767951665024655
1436,128,2,0.01,relu,0.0001,1.3062572002410888,0.11858653801783578
1437,128,3,0.1,elu,1e-05,5.962088203430175,2.896456761920304
1438,64,1,0.001,leakyrelu,0.0,1.1996992111206055,0.07193078304762551
1439,64,4,0.0001,leakyrelu,1e-05,1.2020181655883788,0.07821714032296251
1440,128,4,0.01,elu,0.005,1.616535234451294,0.34737959414962194
1441,4,4,0.001,leakyrelu,0.0,1.313628911972046,0.09476933729949108
1442,64,5,0.001,relu,0.0001,1.276068925857544,0.07962698050800122
1443,128,3,0.001,relu,1e-05,1.2517077207565308,0.06344485586332033
1444,128,3,0.1,elu,0.0001,10.36396541595459,7.064034268306234
1445,128,2,0.0001,relu,0.001,1.301286244392395,0.08733568464378501
1446,128,2,0.01,relu,0.001,1.3639853954315186,0.03896498496756907
1447,128,3,0.1,elu,0.001,127.90858225822448,150.3755491282858
1448,128,3,0.001,relu,0.0001,1.2912330389022828,0.08231254511289027
1449,64,5,0.001,relu,0.001,1.3863717555999755,0.059550506971965296
1450,128,4,0.01,elu,0.01,1.5983563661575317,0.0737181762543399
1451,128,3,0.1,elu,0.005,80.53422193527221,71.53287539051033
1452,128,5,0.0001,relu,0.0,1.2564236402511597,0.10130314164003107
1453,128,2,0.01,relu,0.005,1.3642832279205321,0.08979203212139295
1454,128,3,0.1,elu,0.01,57.833523178100585,30.059809617816427
1455,128,3,0.001,relu,0.001,1.4118438005447387,0.09150763177282747
1456,128,4,0.01,leakyrelu,0.0,1.271684455871582,0.05013370889219246
1457,128,3,0.1,leakyrelu,0.0,5.743960356712341,4.612514750030181
1458,128,2,0.01,relu,0.01,1.4872660398483277,0.09506954697770452
1459,64,1,0.001,leakyrelu,1e-05,1.1943922758102417,0.07863004328359727
1460,64,5,0.001,relu,0.005,1.5327359437942505,0.11644835478939955
1461,128,3,0.1,leakyrelu,1e-05,75.21410193443299,140.49936291186611
1462,128,4,0.01,leakyrelu,1e-05,1.2937537670135497,0.059054651411571596
1463,128,1,0.0001,relu,0.001,1.2722646713256835,0.08050717112880064
1464,4,1,0.0001,leakyrelu,0.001,1.541774845123291,0.04524304466050924
1465,128,2,0.01,elu,0.0,1.214568853378296,0.0911818042762839
1466,128,3,0.001,relu,0.005,1.4495500802993775,0.10290470373340915
1467,128,5,0.0001,relu,1e-05,1.2695616483688354,0.09399742136420648
1468,128,3,0.1,leakyrelu,0.0001,48.96964588165283,79.38251196057003
1469,64,4,0.0001,leakyrelu,0.0001,1.2442877054214478,0.0892791031551018
1470,128,4,0.01,leakyrelu,0.0001,1.375439190864563,0.07798683399073181
1471,64,2,0.0001,leakyrelu,0.01,1.5502032518386841,0.05988275863733905
1472,128,2,0.01,elu,1e-05,1.2425683975219726,0.11697148792485347
1473,128,3,0.1,leakyrelu,0.001,1540.867697429657,3027.9734549371456
1474,128,4,0.01,leakyrelu,0.001,1.379319429397583,0.13295057473201613
1475,16,1,0.0001,leakyrelu,0.0001,1.2406007528305054,0.08490493940852678
1476,128,3,0.1,leakyrelu,0.005,64.87554254531861,125.51579001657169
1477,128,2,0.01,elu,0.0001,1.2730518579483032,0.1022733148889168
1478,4,4,0.001,leakyrelu,1e-05,1.3408262014389039,0.12531919394079946
1479,128,3,0.001,relu,0.01,1.4969513177871705,0.04983766284996075
1480,128,5,0.0001,relu,0.0001,1.3257287740707397,0.087219745200251
1481,64,5,0.001,relu,0.01,1.5593156337738037,0.09131944789756023
1482,64,2,0.001,relu,0.0,1.1862390518188477,0.0820214342783553
1483,128,3,0.1,leakyrelu,0.01,45.82403428554535,86.87509893131232
1484,128,4,0.01,leakyrelu,0.005,1.68176372051239,0.38238534284155173
1485,64,1,0.001,leakyrelu,0.0001,1.2069536209106446,0.07754835874393988
1486,128,5,0.001,leakyrelu,0.0001,1.3977398872375488,0.1911146143267426
1487,128,2,0.01,elu,0.001,1.2787832498550415,0.06511521611466123
1488,128,3,0.001,elu,0.0,1.1722258090972901,0.10107978358022794
1489,1,1,0.0001,leakyrelu,0.001,3.03838210105896,0.057279642739352314
1490,128,4,0.01,leakyrelu,0.01,1.6904417991638183,0.2408489311155918
1491,128,4,0.0001,elu,0.005,1.5032430648803712,0.09957841991229496
1492,64,5,0.001,elu,0.0,1.1673655271530152,0.08787006851170051
1493,128,4,0.1,relu,0.0,2.80394504070282,1.0056348489528355
1494,64,2,0.001,relu,1e-05,1.221452498435974,0.08388556898322991
1495,128,2,0.01,elu,0.005,1.3951959371566773,0.05356337449433597
1496,128,3,0.001,elu,1e-05,1.1649494647979737,0.07603813253297317
1497,128,5,0.0001,relu,0.001,1.5947196245193482,0.10740613351451556
1498,128,5,0.001,leakyrelu,0.001,1.4453791618347167,0.10305643280845626
1499,128,3,0.0001,relu,0.005,1.4737483978271484,0.09922250091587428
1500,64,5,0.001,elu,1e-05,1.1816611766815186,0.1265724562426421
1501,128,4,0.0001,relu,0.0,1.244224762916565,0.07460191703513686
1502,128,2,0.0001,relu,0.005,1.4130330324172973,0.07315962111381283
1503,128,4,0.1,relu,1e-05,2.7860445737838746,2.1697202976438406
1504,64,1,0.001,leakyrelu,0.001,1.2740190267562865,0.07302655422022074
1505,64,2,0.001,relu,0.0001,1.2163939714431762,0.10461027342447347
1506,128,2,0.01,elu,0.01,1.5771124124526978,0.10478178507313152
1507,128,3,0.001,elu,0.0001,1.1904305458068847,0.07663020667845294
1508,64,5,0.001,elu,0.0001,1.1827686309814454,0.05817442185873632
