,units,layers,learning_rate,activation_function,lambda_reg,mean_val_loss,std_val_loss
2253,512,2,0.0001,elu,0.0,1.2122243404388429,0.08217937104101287
2254,512,3,0.1,relu,0.0,7.244159698486328,0.18476909296896332
2255,512,5,0.01,leakyrelu,0.001,106.54333720207214,177.29326058140256
2256,1,5,0.001,elu,0.0,2.987146425247192,0.08197770630796924
2257,512,4,0.01,relu,0.0,1.3103756666183473,0.1096276843821007
2258,512,1,0.01,elu,0.0001,1.269446039199829,0.08155677755768515
2259,512,4,0.1,leakyrelu,0.0,4021245.150245023,7949231.848772672
2260,512,3,0.0001,elu,0.0001,1.273478055000305,0.08993270257873524
2261,256,3,0.001,leakyrelu,0.005,1.4818005561828613,0.09298396194081397
2262,512,4,0.01,relu,1e-05,1.352018666267395,0.07919936374712436
2263,512,1,0.01,elu,0.001,1.3544426918029786,0.12861065847862752
2264,512,3,0.1,relu,1e-05,3.0854916334152223,2.19748726166241
2265,128,1,0.0001,leakyrelu,1e-05,1.2026183366775514,0.07451457306887388
2266,256,5,0.0001,elu,0.01,1.603819489479065,0.0913307725793959
2267,256,1,0.0001,elu,0.005,1.5085946083068849,0.08529339807790667
2268,512,1,0.01,elu,0.005,1.5653021097183228,0.09700166710212908
2269,512,4,0.01,relu,0.0001,1.5675439357757568,0.2112028504293591
2270,512,4,0.1,leakyrelu,1e-05,4900189.5211543795,9773398.370993918
2271,512,2,0.0001,elu,1e-05,1.2254242181777955,0.0881170834088871
2272,512,5,0.01,leakyrelu,0.005,50.777595329284665,60.444107122114275
2273,512,2,0.0001,leakyrelu,0.001,1.3243460416793824,0.08617042878203625
2274,256,3,0.001,leakyrelu,0.01,1.5433894157409669,0.08007500884361382
2275,512,5,0.0001,leakyrelu,0.005,1.7467009782791139,0.11399850830788798
2276,1,5,0.001,elu,1e-05,2.9920013427734373,0.08994687461374777
2277,512,4,0.01,relu,0.001,1.4609877586364746,0.05011265149842314
2278,512,4,0.0001,relu,0.005,1.709346628189087,0.10031996347381489
2279,512,1,0.01,elu,0.01,1.6231718063354492,0.07134641342441517
2280,512,3,0.1,relu,0.0001,1.743079662322998,0.5926024601178977
2281,256,3,0.01,relu,0.0,1.2801997900009154,0.09117756742341589
2282,512,5,0.01,leakyrelu,0.01,1.6929754257202148,0.1678878794030493
2283,256,5,0.0001,leakyrelu,0.0,1.229959201812744,0.07197087250665656
2284,256,4,0.0001,leakyrelu,0.005,1.5657077074050902,0.07587281930319441
2285,256,3,0.01,relu,1e-05,1.3473179578781127,0.12628165945249822
2286,512,4,0.01,relu,0.005,1.4734369277954102,0.12568388108109338
2287,512,5,0.1,relu,0.0,7.220228576660157,0.17788042415968236
2288,512,4,0.1,leakyrelu,0.0001,58336.69366359711,67887.51323507575
2289,512,1,0.0001,relu,0.01,1.5239965200424195,0.07443570817036083
2290,256,3,0.01,relu,0.0001,1.3387337684631349,0.048465413802873246
2291,512,3,0.1,relu,0.001,2.6581241607666017,2.2292721074876183
2292,512,4,0.01,relu,0.01,1.5650976657867433,0.09107459673434874
2293,256,3,0.01,relu,0.001,1.3653132915496826,0.08218625193233521
2294,1,5,0.001,elu,0.0001,3.010127544403076,0.08920110885907796
2295,256,5,0.0001,leakyrelu,1e-05,1.243371272087097,0.09455819511693533
2296,512,4,0.01,elu,0.0,2.7089611768722532,2.367775098469483
2297,512,2,0.0001,leakyrelu,0.005,1.4354994535446166,0.07283162700242424
2298,512,3,0.1,relu,0.005,1.6112412691116333,0.11089247793071644
2299,512,4,0.01,elu,1e-05,1.7622846364974976,0.44834828904515034
2300,512,4,0.1,leakyrelu,0.001,1.7737070322036743,0.21936930896603804
2301,256,5,0.0001,leakyrelu,0.0001,1.3274020195007323,0.08573532794103976
2302,512,3,0.1,relu,0.01,1.765527319908142,0.1818305681591152
2303,512,4,0.01,elu,0.0001,1.5956333875656128,0.21335493176929618
2304,512,3,0.1,elu,0.0,8.09307794570923,0.8627486202965226
2305,128,1,0.0001,leakyrelu,0.0001,1.207525634765625,0.07900017045349228
2306,512,3,0.0001,elu,0.001,1.3870422840118408,0.104934865882905
2307,512,4,0.01,elu,0.001,3.7033867120742796,3.1795775023127244
2308,512,3,0.1,elu,1e-05,12.106210517883301,4.993496041290841
2309,512,3,0.1,elu,0.0001,143.45453186035155,55.907006044389206
2310,512,4,0.01,elu,0.005,7.483949375152588,4.378307144114951
2311,512,4,0.1,leakyrelu,0.005,2.3863549709320067,0.8666896330393637
2312,512,1,0.0001,elu,0.0,1.2651662826538086,0.10091732744947718
2313,512,3,0.1,elu,0.001,299.84629516601564,131.77368241459783
2314,1,5,0.001,elu,0.001,4.6666347026824955,2.0493773705095855
2315,512,4,0.0001,relu,0.01,1.6294426441192627,0.08830721876208648
2316,512,5,0.1,relu,1e-05,7.740451145172119,0.44644168685590097
2317,512,4,0.01,elu,0.01,3.74425048828125,1.1420518408682954
2318,256,1,0.0001,elu,0.01,1.6204509258270263,0.09560594511133227
2319,256,4,0.0001,leakyrelu,0.01,1.5768922805786132,0.07802370602864062
2320,512,5,0.0001,leakyrelu,0.01,1.6860456466674805,0.096156469490438
2321,512,2,0.0001,leakyrelu,0.01,1.5641363620758058,0.07348286877990128
2322,256,4,0.001,relu,0.0,1.353981375694275,0.10494728803209759
2323,512,4,0.01,leakyrelu,0.0,1.5563056468963623,0.12620363085118558
2324,512,5,0.001,relu,0.0,1.3331117630004883,0.09100608209494039
2325,512,2,0.001,relu,0.0,1.2458128213882447,0.10037885694549081
2326,256,4,0.001,relu,1e-05,1.3223723888397216,0.05989237724724335
2327,512,4,0.1,leakyrelu,0.01,2.0046536207199095,0.11013716118886199
2328,512,5,0.1,relu,0.0001,21.350670623779298,1.9923136269070019
2329,256,5,0.0001,leakyrelu,0.001,1.8215778827667237,0.09075315275504049
2330,512,4,0.01,leakyrelu,1e-05,1.982950472831726,0.7241654619342184
2331,256,4,0.001,relu,0.0001,1.341769313812256,0.10687639470248812
2332,512,2,0.001,relu,1e-05,1.2260764837265015,0.0810075307090472
2333,512,4,0.0001,elu,0.0,1.1472699642181396,0.08685772692274771
2334,512,5,0.001,relu,1e-05,1.3573281288146972,0.1029983071860266
2335,512,2,0.001,relu,0.0001,1.3345535039901733,0.11862536893163142
2336,512,4,0.01,leakyrelu,0.0001,2.3186537504196165,0.9289262861773908
2337,256,4,0.001,relu,0.001,1.508551287651062,0.08152277519788624
2338,512,5,0.0001,relu,0.0,1.3255181074142457,0.07745128282649538
2339,512,2,0.001,relu,0.001,1.3573572158813476,0.10640669534142488
2340,512,4,0.01,leakyrelu,0.001,54.578441977500916,91.7928333785241
2341,512,5,0.001,relu,0.0001,1.3893271446228028,0.09335567944048838
2342,256,4,0.001,relu,0.005,1.49891095161438,0.060292746353380444
2343,512,5,0.0001,relu,1e-05,1.333333706855774,0.08177820490098461
2344,128,1,0.0001,leakyrelu,0.001,1.2679014205932617,0.07858628090140772
2345,512,2,0.001,relu,0.005,1.413815450668335,0.06282446276973916
2346,512,1,0.0001,elu,1e-05,1.2470080137252808,0.07271933602619655
2347,512,4,0.01,leakyrelu,0.005,4.194262313842773,5.36641171491857
2348,512,3,0.0001,elu,0.005,1.4925885915756225,0.07033223321392444
2349,512,4,0.0001,elu,1e-05,1.172477626800537,0.08222525290160868
2350,256,1,0.0001,leakyrelu,0.0,1.1810290575027467,0.0715090688960792
2351,512,4,0.01,leakyrelu,0.01,5.1929162502288815,4.852551306548772
2352,512,2,0.001,relu,0.01,1.4970870971679688,0.09010792090631367
2353,512,5,0.0001,relu,0.0001,1.448634433746338,0.06704849016801032
2354,256,4,0.001,relu,0.01,1.5362282514572143,0.08607695951980396
2355,512,4,0.1,relu,0.0,5.136682367324829,1.4579619595610596
2356,512,5,0.001,relu,0.001,1.4966208457946777,0.09744878528986606
2357,1,5,0.001,elu,0.005,5.628005838394165,2.062866072903209
2358,512,5,0.1,relu,0.001,41.66664347648621,44.948081479199296
2359,256,4,0.001,elu,0.0,1.2194831132888795,0.05790282424654292
2360,512,2,0.001,elu,0.0,1.2094297409057617,0.08865819295888201
2361,256,4,0.001,elu,1e-05,1.209785556793213,0.05474542858437356
2362,512,4,0.0001,elu,0.0001,1.3148612976074219,0.0885593393011253
2363,512,2,0.001,elu,1e-05,1.2295276880264283,0.04664270752613772
2364,512,4,0.1,relu,1e-05,6.109499454498291,1.8305135682264033
2365,256,4,0.001,elu,0.0001,1.278761053085327,0.08521254995652969
2366,512,5,0.001,relu,0.005,1.5453384399414063,0.04709447865641546
2367,256,5,0.0001,leakyrelu,0.005,1.757655668258667,0.0919255617898429
2368,512,2,0.001,elu,0.0001,1.250185990333557,0.058909539363396796
2369,512,1,0.0001,elu,0.0001,1.2628656387329102,0.08329034584017507
2370,256,4,0.001,elu,0.001,1.308318018913269,0.06262542202175089
2371,128,1,0.0001,leakyrelu,0.005,1.457017469406128,0.08413612980952613
2372,512,5,0.001,relu,0.01,1.6095805406570434,0.05670310159516992
2373,512,2,0.001,elu,0.001,1.317775583267212,0.06623610781077925
2374,512,3,0.0001,elu,0.01,1.6083316802978516,0.07841491284619809
2375,256,1,0.0001,leakyrelu,1e-05,1.1844310760498047,0.0648893986717299
2376,512,5,0.001,elu,0.0,1.234977412223816,0.07685917254964844
2377,512,5,0.0001,relu,0.001,1.9778357982635497,0.12883058310894244
2378,1,5,0.001,elu,0.01,4.797526073455811,1.882167628721828
2379,256,4,0.001,elu,0.005,1.412879228591919,0.0963279962170239
2380,512,2,0.001,elu,0.005,1.459976577758789,0.07132814614791211
2381,512,5,0.1,relu,0.005,4.2405541181564335,2.5653117258590306
2382,512,5,0.001,elu,1e-05,1.2844867706298828,0.0682146059857572
2383,512,3,0.0001,leakyrelu,0.0,1.2081339836120606,0.09694736455685322
2384,512,1,0.0001,elu,0.001,1.3518688440322877,0.09128391235686056
2385,512,5,0.001,elu,0.0001,1.4115173816680908,0.09269234468796107
2386,512,2,0.001,elu,0.01,1.5668105602264404,0.08835511882515105
2387,256,5,0.0001,leakyrelu,0.01,1.6902463912963868,0.08967272888824777
2388,256,4,0.001,elu,0.01,1.5198949337005616,0.05031488932701309
2389,1,5,0.001,leakyrelu,0.0,3.001904344558716,0.06967496164953635
2390,256,5,0.001,relu,0.0,1.3180928468704223,0.02733840160020796
2391,512,2,0.001,leakyrelu,0.0,1.2622959613800049,0.10657207418928535
2392,256,4,0.001,leakyrelu,0.0,1.2753778219223022,0.052200763636304694
2393,256,5,0.001,relu,1e-05,1.351832962036133,0.13852520223159795
2394,512,4,0.0001,elu,0.001,1.4351850509643556,0.08454136940904496
2395,512,2,0.001,leakyrelu,1e-05,1.2622021913528443,0.08377065082295429
2396,512,5,0.1,relu,0.01,1.77688570022583,0.15245557029517096
2397,512,3,0.0001,leakyrelu,1e-05,1.2221958875656127,0.08973216182742155
2398,256,1,0.0001,leakyrelu,0.0001,1.1918284177780152,0.07623652178861609
2399,256,4,0.001,leakyrelu,1e-05,1.3334843158721923,0.03542952324399016
2400,256,5,0.001,relu,0.0001,1.3954194068908692,0.05159177920740051
2401,512,5,0.001,elu,0.001,1.302148127555847,0.09030285612311321
2402,1,5,0.001,leakyrelu,1e-05,3.151214599609375,0.3341082837874753
2403,512,5,0.1,elu,0.0,7.2036864280700685,0.18601532677790641
2404,512,2,0.001,leakyrelu,0.0001,1.3053715705871582,0.03162459762600329
2405,128,1,0.0001,leakyrelu,0.01,1.6144244194030761,0.08376203558904552
2406,256,5,0.001,relu,0.001,1.552271270751953,0.09715163501932726
2407,512,3,0.0001,leakyrelu,0.0001,1.3161948204040528,0.10725026380482476
2408,512,2,0.001,leakyrelu,0.001,1.3591847181320191,0.07159168834812837
2409,128,1,0.001,relu,0.0,1.1962831974029542,0.061509167235824856
2410,512,1,0.0001,elu,0.005,1.5273720979690553,0.09014138906468594
2411,256,5,0.001,relu,0.005,1.5201918125152587,0.10082755352818475
2412,128,1,0.001,relu,1e-05,1.1959673166275024,0.07589316215484546
2413,512,2,0.001,leakyrelu,0.005,1.4699206829071045,0.09229363139597635
2414,512,5,0.0001,relu,0.005,1.8051380157470702,0.06649879034070973
2415,128,1,0.001,relu,0.0001,1.2037580013275146,0.051615241174582376
2416,512,5,0.001,elu,0.005,1.4515693664550782,0.11015626034360407
2417,512,5,0.1,elu,1e-05,35.54817142486572,22.70880371719235
2418,256,5,0.001,relu,0.01,1.579448366165161,0.08829324097077304
2419,512,2,0.001,leakyrelu,0.01,1.6054991722106933,0.10649379956810077
2420,256,1,0.0001,leakyrelu,0.001,1.2676687955856323,0.07838297690208552
2421,128,1,0.001,relu,0.001,1.2693868160247803,0.07255919180242941
2422,512,2,0.01,relu,0.0,1.327735996246338,0.0644055821822957
2423,512,2,0.01,relu,1e-05,1.3411329507827758,0.09148867010678294
2424,128,1,0.001,relu,0.005,1.3924492359161378,0.06600179811597669
2425,512,2,0.01,relu,0.0001,1.34875545501709,0.11414322674987853
2426,512,5,0.1,elu,0.0001,66.85946159362793,64.70019203415733
2427,512,2,0.01,relu,0.001,1.5109976053237915,0.2187747202682037
2428,128,1,0.001,relu,0.01,1.5301145315170288,0.07274861599999673
2429,512,5,0.001,elu,0.01,1.6028121948242187,0.1566176022818307
2430,512,4,0.0001,elu,0.005,1.5045408964157105,0.08677197208064469
2431,512,3,0.0001,leakyrelu,0.001,1.5219123840332032,0.1015329500331633
2432,512,5,0.1,elu,0.001,1009.8846466064454,699.8581071082231
2433,128,1,0.001,elu,0.0,1.2065078973770142,0.07009304277523593
2434,512,5,0.001,leakyrelu,0.0,1.3268883228302002,0.05059161978626616
2435,512,5,0.0001,relu,0.01,1.8262945652008056,0.11961574914869202
2436,512,1,0.0001,elu,0.01,1.6319957017898559,0.08595573636550867
2437,512,5,0.1,elu,0.005,8092.161376953125,5808.8491671143665
2438,128,1,0.001,elu,1e-05,1.2203518152236938,0.061519879279485656
2439,512,5,0.001,leakyrelu,1e-05,1.363935923576355,0.07955639879156103
2440,512,5,0.0001,elu,0.0,1.1627600908279419,0.06521540884997079
2441,512,5,0.1,elu,0.01,19562.77341308594,14404.201761682347
2442,128,1,0.001,elu,0.0001,1.230686640739441,0.06354579031890487
2443,256,1,0.0001,leakyrelu,0.005,1.4521843194961548,0.08001125348257171
2444,128,1,0.001,elu,0.001,1.2970132112503052,0.07621509423780604
2445,512,5,0.0001,elu,1e-05,1.1716330766677856,0.08729576408584185
2446,512,5,0.001,leakyrelu,0.0001,1.4044161558151245,0.08111951439348228
2447,512,5,0.1,leakyrelu,0.0,8206029.825,8224913.404991042
2448,512,1,0.0001,leakyrelu,0.0,1.18287034034729,0.08041151001742695
2449,512,3,0.0001,leakyrelu,0.005,1.4853271961212158,0.070177419055948
2450,128,1,0.001,elu,0.005,1.4412923812866212,0.07909183232026594
2451,512,5,0.0001,elu,0.0001,1.3312911987304688,0.08968449925089225
2452,512,5,0.1,leakyrelu,1e-05,7023231.4,4927685.847486966
2453,512,4,0.0001,elu,0.01,1.6026422023773192,0.07247955109764256
2454,512,5,0.001,leakyrelu,0.001,1.431277060508728,0.057474479334301755
2455,128,1,0.001,elu,0.01,1.5652463674545287,0.07737542879807686
2456,512,4,0.0001,leakyrelu,0.0,1.2199903011322022,0.07172153658234881
2457,128,1,0.001,leakyrelu,0.0,1.1877560138702392,0.06678111034662906
2458,512,5,0.1,leakyrelu,0.0001,9267949.225,10343988.36165866
2459,512,1,0.0001,leakyrelu,1e-05,1.1832747220993043,0.07240386586318946
2460,512,5,0.001,leakyrelu,0.005,1.4956791162490846,0.08451057257923057
2461,128,1,0.001,leakyrelu,1e-05,1.1854573011398315,0.05822799962998404
2462,256,1,0.0001,leakyrelu,0.01,1.6029855012893677,0.0838062734637171
2463,512,3,0.0001,leakyrelu,0.01,1.566971516609192,0.08084161250965463
2464,256,1,0.001,relu,0.0,1.1995102405548095,0.07714965481894291
2465,512,4,0.0001,leakyrelu,1e-05,1.2663244247436523,0.10069586063332835
2466,512,3,0.001,relu,0.0,1.3995781183242797,0.08709181663663676
2467,256,1,0.001,relu,1e-05,1.1822824239730836,0.08860266712839454
2468,512,3,0.001,relu,1e-05,1.283225154876709,0.08092397159125907
2469,512,5,0.001,leakyrelu,0.01,1.6877731084823608,0.10912201517185528
2470,512,5,0.1,leakyrelu,0.001,1566523.732453084,1493429.777232119
2471,512,3,0.001,relu,0.0001,1.4438092231750488,0.15056623505280614
2472,256,1,0.001,relu,0.0001,1.193403458595276,0.06470649768442063
2473,512,5,0.0001,elu,0.001,1.5286978721618651,0.08210927059451706
2474,512,1,0.0001,leakyrelu,0.0001,1.1899725437164306,0.07476720729476172
2475,512,4,0.0001,leakyrelu,0.0001,1.4130039930343627,0.07922607618858805
2476,512,5,0.01,relu,0.0,1.3447860717773437,0.1433659504745429
2477,256,1,0.001,relu,0.001,1.2607117891311646,0.08267805490139137
2478,512,3,0.001,relu,0.001,1.4474663496017457,0.10820978108243302
2479,256,1,0.001,relu,0.005,1.4030052423477173,0.07970029209876048
2480,512,5,0.01,relu,1e-05,1.3328264236450196,0.053231079917782635
2481,512,3,0.001,relu,0.005,1.4323292016983031,0.06715645813977116
2482,256,1,0.001,relu,0.01,1.5320921897888184,0.08897978027371131
2483,512,5,0.01,relu,0.0001,1.3664371013641357,0.12141119681743043
2484,512,1,0.0001,leakyrelu,0.001,1.258983278274536,0.07511910820406664
2485,512,5,0.01,relu,0.001,1.389226007461548,0.09759052786879983
2486,512,5,0.1,leakyrelu,0.005,4382079.656294584,8764155.17185271
2487,512,3,0.001,relu,0.01,1.5022197723388673,0.054783343301513215
2488,512,3,0.001,elu,0.0,1.1909081220626831,0.1022885925569417
2489,512,5,0.01,relu,0.005,1.4738664865493774,0.10380627822859885
2490,512,4,0.0001,leakyrelu,0.001,1.7240007400512696,0.09226557021311756
2491,512,3,0.001,elu,1e-05,1.2295345067977905,0.07492085558473731
2492,512,5,0.01,relu,0.01,1.562770390510559,0.10492261600533037
2493,512,3,0.001,elu,0.0001,1.2845324754714966,0.030864366314035416
2494,512,5,0.0001,elu,0.005,1.5012566089630126,0.09616901111585151
2495,512,5,0.01,elu,0.0,1.5576057195663453,0.17191583149753412
2496,512,5,0.01,elu,1e-05,1.468928289413452,0.22133730837664886
2497,512,5,0.1,leakyrelu,0.01,2.4934772491455077,0.31137826197656154
2498,512,3,0.001,elu,0.001,1.2881701946258546,0.09384498290722108
2499,512,5,0.01,elu,0.0001,1.9380993604660035,0.2056793138128734
2500,512,5,0.01,elu,0.001,24.21353645324707,27.907087131112753
2501,512,3,0.001,elu,0.005,1.4196984767913818,0.09160732944047631
2502,512,4,0.0001,leakyrelu,0.005,1.5914475679397584,0.07785258914928837
2503,512,5,0.01,elu,0.005,88.16154928207398,86.54758702189858
2504,512,5,0.01,elu,0.01,52.72473659515381,58.93485283727771
2505,512,3,0.001,elu,0.01,1.57155179977417,0.14116498716205103
2506,512,3,0.001,leakyrelu,0.0,1.2968520879745484,0.12251743906879727
2507,512,5,0.0001,elu,0.01,1.6287704467773438,0.04582192125544489
2508,512,3,0.001,leakyrelu,1e-05,1.3132818222045899,0.04789053798011737
2509,512,4,0.0001,leakyrelu,0.01,1.6112828493118285,0.08470214630451868
2510,512,5,0.0001,leakyrelu,0.0,1.2422199010849,0.08065474376859008
2511,512,4,0.001,relu,0.0,1.3434009552001953,0.12993735348220525
2512,512,4,0.001,relu,1e-05,1.3213375329971313,0.09170178777443322
2513,512,5,0.0001,leakyrelu,1e-05,1.2646572828292846,0.07858169468500835
2514,512,4,0.001,relu,0.0001,1.3770636558532714,0.05018748132023062
2515,512,5,0.0001,leakyrelu,0.0001,1.4350033044815063,0.10501094140581838
2516,512,4,0.001,relu,0.001,1.4627960920333862,0.10372736018124215
2517,512,4,0.001,relu,0.005,1.5005940675735474,0.08953189622956387
2518,512,4,0.001,relu,0.01,1.5377078294754027,0.07876274408921818
2519,512,5,0.0001,leakyrelu,0.001,1.8886057138442993,0.06768381817822121
